what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.debug.ui,3.5.1.v20090811_r351,"org.eclipse.debug.ui.commands.StepOver",1261309494250
executed,command,org.eclipse.debug.ui,3.5.1.v20090811_r351,"org.eclipse.debug.ui.commands.StepOver",1261309494890
executed,command,org.eclipse.debug.ui,3.5.1.v20090811_r351,"org.eclipse.debug.ui.commands.StepOver",1261309495781
executed,command,org.eclipse.debug.ui,3.5.1.v20090811_r351,"org.eclipse.debug.ui.commands.StepOver",1261309497625
executed,command,org.eclipse.debug.ui,3.5.1.v20090811_r351,"org.eclipse.debug.ui.commands.StepOver",1261309500781
executed,command,org.eclipse.debug.ui,3.5.1.v20090811_r351,"org.eclipse.debug.ui.commands.StepOver",1261309502437
executed,command,org.eclipse.debug.ui,3.5.1.v20090811_r351,"org.eclipse.debug.ui.commands.Terminate",1261309515718
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1261309535468
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1261309576390
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1261309596843
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1261309635328
closed,view,org.eclipse.debug.ui,3.5.1.v20090811_r351,"org.eclipse.debug.ui.MemoryView",1261309650390
closed,view,org.eclipse.debug.ui,3.5.1.v20090811_r351,"org.eclipse.debug.ui.RegisterView",1261309650390
closed,view,org.eclipse.debug.ui,3.5.1.v20090811_r351,"org.eclipse.debug.ui.ModuleView",1261309650406
activated,perspective,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.CPerspective",1261309650531
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1261309650578
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1261309660250
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1261309663671
closed,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1261309664234
stopped,bundle,com.zylin.embeddedcdt,4.9.1,"com.zylin.embeddedcdt",1261309668796
stopped,bundle,org.eclipse.cdt.debug.mi.ui,6.0.0.200909110608,"org.eclipse.cdt.debug.mi.ui",1261309668796
stopped,bundle,org.eclipse.cdt.debug.mi.core,6.0.0.200909110608,"org.eclipse.cdt.debug.mi.core",1261309668796
stopped,bundle,org.eclipse.cdt.dsf.gdb.ui,2.0.0.200909110608,"org.eclipse.cdt.dsf.gdb.ui",1261309668906
stopped,bundle,org.eclipse.cdt.dsf.ui,2.0.1.200909110608,"org.eclipse.cdt.dsf.ui",1261309668906
stopped,bundle,com.adacore.gnatbench.cdt,2.1.0,"com.adacore.gnatbench.cdt",1261309669000
