what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1261344375609
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1261344475750
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1261344477312
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1261344481984
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1261344578906
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1261344579093
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1261344579281
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1261344579500
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1261344579718
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1261344579906
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1261344580171
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1261344580421
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1261344582000
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.lineEnd",1261344588296
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1261344607000
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1261344614812
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1261344633390
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1261344634875
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1261344638453
executed,command,org.eclipse.ui.externaltools,3.2.0.v20090504,"org.eclipse.ui.externaltools.ExternalToolMenuDelegateToolbar",1261344654796
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1261344717671
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1261344890328
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1261344906765
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1261345112421
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1261345131890
