what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1261323301437
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1261323364453
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1261323366375
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1261323371140
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1261323408125
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1261323408546
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1261323412265
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1261323414906
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1261323416421
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1261323425468
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1261323431343
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.lineEnd",1261323449390
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1261323464937
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1261323468046
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1261323486359
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1261323492609
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1261323495890
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1261323497484
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1261323503062
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1261323509968
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1261323571890
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1261323584953
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1261323699453
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1261323699500
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1261323725187
