what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1261346355078
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1261346355296
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1261346356265
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1261346356609
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1261346384109
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1261346385937
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1261346387343
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1261346394031
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1261346399890
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1261346402875
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1261346406875
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1261346410328
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1261346472015
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1261346473750
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1261346477328
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1261346508968
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1261346510812
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1261346514218
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1261346558203
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1261346559906
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1261346561250
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1261346577187
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1261346580515
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1261346584000
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1261346620515
