what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1261322955687
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.lineStart",1261322961375
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.lineStart",1261322966093
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1261322969156
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1261322969750
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1261323013343
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1261323081234
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1261323091218
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1261323103250
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1261323105312
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1261323128375
opened,view,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.views.ProblemView",1261323146171
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1261323178234
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1261323182968
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1261323186078
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1261323187765
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1261323197781
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1261323240796
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1261323243312
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1261323247937
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.select.lineStart",1261323290421
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1261323291109
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1261323292109
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1261323297437
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1261323299843
